Label,Count,Remarks
03022001 oncology/infectious causes of cancer,1,
030220 oncology & carcinogenesis,1,
03021701 brain/neural circuits,1,
030217 neurology & neurosurgery,1,
"crop residues, crop yield, long-term experiment, nitrogen use efficiency, poultry manure",1,
crop residues; crop yield; long-term experiment; nitrogen use efficiency; poultry manure,1,
hydrolase activities,1,
logging slash,1,
potential aquatic impacts,1,
p30 - sciences et aménagement du sol,1,
mulches,1,
cowpeas,1,
tomato; sustainability; gap attitude consumer behavior,1,
carbon time,1,
silvopasture,1,
arkansas,1,
"food security, food quality and human health",1,
nrs,1,
semiarid tropics,1,
adlib-art-2493,1,
leerstoelgroep gewas- en onkruidecologie,1,
crop and weed ecology,1,
synthetic nitrogen fertilizer,1,
moldboard plow/plough conventional tillage,1,
continuous corn zea mays,1,
winter wheat triticum aestivum,1,
geographical information systems,1,
mycorrhizal ecology,1,
biolog eco-plates,1,
community level physiological profile,1,
chenopodiaceae,1,
spartina foliosa,1,
pickleweed,1,
cordgrass,1,
salicornia virginica,1,
phytochemicals,1,
trimethoprim,1,
conjugates,1,
non-target screening,1,
research paper,1,
direct seeding mulch-based cropping systems,1,
direct seeding mulch based cropping systems,1,
lasalocid,1,
drug resistance,1,
forest ecological hydrology,1,
pinus patula,1,
flow duration curves,1,
water yield,1,
viljelyn monipuolistaminen,1,
sato,1,
heating,1,
timothy,1,
animal variation,1,
variabilité animale,1,
fléole,1,
phénologie,1,
pâturage sélectif,1,
selective grazing,1,
legume-rhizobia symbiosis,1,
long term biochar trial,1,
"chromium, green rust, x-ray absorption spectroscopy, remediation",1,
500 naturwissenschaften und mathematik::540 chemie::540 chemie und zugeordnete wissenschaften,1,
north america,1,
san bernardino,1,
food microbiome; food-processing environment; high-throughput sequencing; meta-omic approaches; fermentation; food industry; food chain; microbiota,1,
carbon and nitrogen sequestration,1,
crop-pasture rotation,1,
organic carbon fluxes,1,
"organic carbon fluxes, soil redox conditions, reductive dissolution, surfacewaters, subsoil, methane emissions",1,
ghg mitigation,1,
early drainage,1,
q42,1,
q54,1,
q48,1,
indirect land use change effects,1,
"biofuel, biodiesel, cost-effectiveness, indirect land use change effects, net energy, multiple objectives, ethanol, ghg",1,
net energy,1,
jel:q42,1,
cost-effectiveness,1,
multiple objectives,1,
indexação isi,1,
chemical extraction methods,1,
furaldehyde,1,
improved,1,
c-13,1,
acetylene,1,
1303 biochemistry,1,
polyhydroxyalkanoates (pha),1,
fermented cheese whey (fcw),1,
phototrophic mixed cultures (pmcs),1,
1315 structural biology,1,
cheese,1,
whey,1,
1312 molecular biology,1,
volatile fatty acids (vfas),1,
other quantitative biology (q-bio.ot),1,
quantitative biology - other quantitative biology,1,
purple phototrophic bacteria (ppb),1,
phototrophic processes,1,
туризм - организация,1,
21 век,1,
труды ученых тгу,1,
carbon content,1,
климат,1,
климатическая политика,1,
туризм - маркетинг,1,
microbial functional responses,1,
туризм - беларусь,1,
охрана окружающей среды,1,
европейский союз,1,
киотский протокол,1,
туризм - эффективность,1,
rupture energy,1,
pyrazoles,1,
seafood,1,
taqman tm probe,1,
salmon,1,
goal framing,1,
lock-in,1,
sustainability transition · legumes · crop diversification · lock-in · goal framing,1,
sustainability transition,1,
fresh waters,1,
polystyrene,1,
clay-size fraction,1,
aluminum oxides,1,
aluminum oxides; black carbon; black nitrogen; c sequestration; clay-size fraction; iron oxides; soil science,1,
220 industrial biotechnology,1,
nanotoxicology,1,
venturi microchannel,1,
venturijev mikrokanal,1,
root length,1,
minirhizotron,1,
bioaccumulation potential,1,
rapid testing,1,
in vitro,1,
short term exposure,1,
consequences,1,
eisenia-foetida oligochaeta,1,
godwit limosa-limosa,1,
cistus,1,
skull,1,
organ size,1,
birds,1,
neuroanatomy,1,
"flight, animal",1,
head,1,
sediment budget,1,
gully,1,
freshwater & marine ecology,1,
heterotrophic nitrogen fixation,1,
typha,1,
eleocharis,1,
bioresource recovery,1,
euratom,1,
european union (eu),1,
ipcc,1,
intergovernmental panel on climate change (ipcc),1,
"biochar, soil respiration, root growth, apple",1,
01050407 geomagnetism/ionosphere,1,
chemistry (all); chemical engineering (all),1,
phosporus,1,
oasis region,1,
straw mulch,1,
relay-planting,1,
weed dynamics,1,
cropping system . integrated weed management .weed dynamics . crop productivity . sustainable agriculture,1,
european peatlands,1,
yield gap,1,
agrofuels,1,
south carolina,1,
mikroskopia,1,
savi,1,
3d-mallinnus,1,
mikrorakenteet,1,
plant available water,1,
helium ion microscopy,1,
vesipitoisuus,1,
cassava,1,
great-4pa,1,
evaporation flow redox battery,1,
biodegradable battery,1,
marie skłodowska-curie postodoctoral fellowship,1,
wireless sensor,1,
01050406 forms of water/cryosphere,1,
land-use change; mangrove; paddy soils; soil carbon stock; stable isotopes,1,
mangrove,1,
annual litterfall dynamics; nutrient deposition; land use; mt. kilimanjaro,1,
dryland agroecosystems,1,
semiarid spain,1,
simulation modeling,1,
broeikaseffect,1,
emissie,1,
bog plants,1,
veenplanten,1,
submerged cropping,1,
organic matter conservation,1,
magnoliaceae,1,
nitrate reductases,1,
leguminous tree,1,
global warming potential,1,
central america,1,
transport capacity management,1,
inventory management,1,
system dynamics,1,
food sector,1,
open access,1,
h1-99,1,
dissolved fluoride removal;earth sciences; environmental geochemistry; environmental pollution; environmental science; materials science; materials synthesis; ocp synthesis; ocp-fap transformation; water defluoridation method; water pollution; water quality,1,
social sciences (general),1,
environmental geochemistry,1,
materials synthesis,1,
feed-intake,1,
methemoglobinemia,1,
cider processing,1,
ultrasound assisted-extraction,1,
phenolic content,1,
plant-species richness,1,
size relationships,1,
energetic equivalence rule,1,
forest mull,1,
food webs,1,
ftir spectroscopy,1,
cork oak forest,1,
wooded grassland,1,
humic substances; cork oak forest; wooded grassland; vineyard; ftir spectroscopy,1,
palaeoflood hydrology,1,
hidrología,1,
caesium-137,1,
556,1,
flood chronology,1,
2506.05 hidrogeología,1,
slackwater flood deposits,1,
stipa tenacissima,1,
plant successional dynamics,1,
mesocosms,1,
profile,1,
perfil cultural,1,
random coefficient,1,
time-series models,1,
ht165.5-169.9,1,
structural health monitoring; gaussian process time-series models,1,
gaussian process,1,
gaussian process time-series models,1,
city planning,1,
discriminant analysis,1,
plastic pollution,1,
heterogeneous pollution,1,
water path,1,
fire suppression technology,1,
fire engineering,1,
western juniper,1,
nonnative species,1,
piñon-juniper,1,
piñon–juniper,1,
utah juniper,1,
cheatgrass,1,
single-needle piñon,1,
sagebrush,1,
slaking,1,
prone savannas,1,
monoculture en plantation,1,
apport de carbone,1,
monoculture plantation<br>---<br>stockage de carbone,1,
acid mine drainage,1,
ions,1,
free ion,1,
f01 - culture des plantes,1,
environment simulator jules,1,
land surface,1,
earth2observe,1,
land surface models,1,
sensible heat,1,
lethality,1,
pspa,1,
slvipp1,1,
stress severity,1,
data assimilation; geoelectrical imaging; hydrogeophysics; inversion; root water uptake; soil-plant modeling; wasserstein distance,1,
root water uptake,1,
geoelectrical imaging,1,
soil-plant modeling,1,
wasserstein distance,1,
local adaptation,1,
heat stress,1,
bromus hordeaceus,1,
avena barbata,1,
[ sdv.bid ] life sciences [q-bio]/biodiversity,1,
erodium botrys,1,
geranium dissectum,1,
geranium,1,
mediterranean landrace,1,
soil nutrients and carbonates,1,
reproductive period,1,
phenological stage,1,
peat substitution,1,
620 ingenieurwissenschaften und zugeordnete tätigkeiten,1,
specific energy demand,1,
ddc:620,1,
twin-screw extrusion,1,
coastal-plain,1,
riparian zone,1,
alterra - centre for water and climate,1,
movement,1,
alterra - centrum water en klimaat,1,
wofost,1,
tensift morocco,1,
crop modelling; wofost; tensift morocco; evapotranspiration; crop yield estimation; soil moisture; leaf area index; total biomass; winter wheat; gap yield,1,
crop modelling,1,
crop yield estimation,1,
semiarid regions,1,
rolling,1,
shrub control,1,
bacteria; biodynamic vineyard; fungi; green manure; microbial community structure; microbial diversity; organic vineyard; soil microbiology; soil vineyard,1,
biodynamic vineyard,1,
settore agr/16 - microbiologia agraria,1,
intercepted photosynthetically active radiation,1,
<i>alcaligenes</i>,1,
climate-active gas,1,
isoprene; climate-active gas; isoprene degradation; genome; <i>alcaligenes</i>,1,
firewood logs,1,
eucalyptus; tree whole stem; firewood logs; storage system; moisture content; dry matter loss,1,
tree whole stem,1,
<i>eucalyptus</i>,1,
dry matter loss; eucalyptus; firewood logs; moisture content; storage system; tree whole stem,1,
storage system,1,
dry matter loss,1,
plfa; dgge; reforestation; microbial community; forest management,1,
brewers' spent grain,1,
fibre; fermentation; wheat bread; by-product utilisation; brewers’ spent grain,1,
anatase; calcium phosphates; consolidation; cultural heritage; leaching; marble; photocatalytic activity; protection; rain; soiling; materials science (all),1,
glycosides,1,
fruitiness,1,
floral notes,1,
phenolic notes,1,
aroma modulation,1,
kerosene,1,
aroma precursors,1,
biomass c turnover ghg emission microbial activity soil moisture,1,
brief report,1,
<i>nocardioides</i>,1,
isolate,1,
dna stable-isotope probing,1,
quefts,1,
nutrientes do solo.,1,
qd415-436,1,
downstream responses,1,
prevention,1,
policymaking,1,
microplastic contamination,1,
upstream responses,1,
coalescence,1,
dozimetrija salicilne kisline,1,
koalescenca,1,
nukleacija,1,
nucleation,1,
anomalije,1,
salicylic acid dosimetry,1,
fizikalne lastnosti,1,
physical characteristics,1,
anomalies,1,
<i>solanum lycopersicum</i>,1,
alfalfa pellet,1,
alfalfa pellet; biological nitrogen fixation; faba bean; organic tomato; rhizobia; soil nitrogen; solanum lycopersicum,1,
organic tomato,1,
biomass potential,1,
luc,1,
energy system analysis,1,
/dk/atira/pure/sustainabledevelopmentgoals/zero_hunger; name=sdg 2 - zero hunger,1,
eu renewable energy directive,1,
calculation tools,1,
isotope geochemistry,1,
barium,1,
microwave remote sensing,1,
lsa-saf,1,
terrestrial evaporation,1,
soil-moisture retrievals,1,
terrestrial evaporation; root-zone soil moisture; microwave remote sensing; gleam; lsa-saf,1,
classical physics,1,
novel sensing,1,
land surface flux,1,
particle filters,1,
irrigation timing and amounts,1,
irrigation amounts and timing retrieval through data assimilation of surface soil moisture irrigation timing and amounts,1,
semi-arid mediterranean region,1,
irrigation timing and amounts; surface soil moisture; data assimilation; particle filters; fao-56; sentinel-1; semi-arid mediterranean region; winter wheat,1,
cultural heritage; marble; hydroxyapatite; protection; consolidation,1,
marble,1,
hydroxyapatite,1,
th1-9745,1,
low‐ and high‐severity forest wildfires,1,
pine stands,1,
soil fire impact,1,
soil properties recovery,1,
hexosaminidases,1,
arylsulfatases,1,
european forests,1,
organic-matter decomposition,1,
ismn,1,
swc,1,
ima_can1,1,
paspalum,1,
waste management plan,1,
architecture,1,
territorial analysis,1,
na1-9428,1,
structural health monitoring; bayesian inference; cost–benefit analysis; stochastic optimization; information theory; bayesian experimental design; surrogate modeling; model order reduction,1,
bayesian inference,1,
bayesian experimental design,1,
stochastic optimization,1,
"bayesian experimental design; bayesian inference; benefit analysis; cost; information theory; model order reduction; stochastic optimization; structural health monitoring; surrogate modeling; algorithms; monte carlo method; nonlinear dynamics; stochastic processes; uncertainty; bayes theorem; cost-benefit analysis; analytical chemistry; atomic and molecular physics, and optics; biochemistry; instrumentation; electrical and electronic engineering",1,
surrogate modeling,1,
cost–benefit analysis,1,
information theory,1,
q science,1,
supplementary data,1,
ne/e006353/1,1,
655240,1,
natural environment research council (nerc),1,
ne/m017125/1,1,
ta170,1,
n2o efflux,1,
research notes,1,
international cooperation,1,
comment,1,
endangered species,1,
